episode,time,delta_s,delta_v_s,v_s,acc,delta_d,difficulty,,
11,33.2,9.504291,-0.57319707,13.656179,-0.18603036,-0.39825782,0.2,,
11,33.3,9.466467,-0.20710108,13.508618,-1.4756113,-0.39795682,0.2,,
11,33.4,9.465931,0.12018407,13.390128,-1.1849078,-0.39750308,0.2,,
11,33.5,9.479103,0.09217626,13.4150305,0.24901475,-0.397007,0.2,,
11,33.6,9.476465,-0.11793023,13.484295,0.6926366,-0.396503,0.2,,
11,33.7,9.458218,-0.2066543,13.376779,-1.0751637,-0.39603776,0.2,,
11,33.8,9.4394655,-0.15757592,13.139674,-2.371049,-0.3956481,0.2,,
11,33.9,9.430398,-0.02978047,12.967802,-1.7187293,-0.39537925,0.2,,
11,34,9.43448,0.068581216,12.961899,-0.059032954,-0.3952555,0.2,,
11,34.1,9.435457,-0.034025703,13.02474,0.6284099,-0.39528397,0.2,,
11,34.2,9.428135,-0.097627975,13.048127,0.23387088,-0.39543897,0.2,,
11,34.3,9.416877,-0.11871234,13.029084,-0.19043061,-0.39569327,0.2,,
11,34.4,9.404384,-0.13803102,13.0083685,-0.20716555,-0.39603934,0.2,,
11,34.5,9.388861,-0.14560045,12.989517,-0.18851018,-0.39647803,0.2,,
11,34.6,9.387334,0.10374428,12.908035,-0.81481993,-0.39701322,0.2,,
11,34.7,9.413818,0.38552985,12.8427105,-0.65324396,-0.39761302,0.2,,
11,34.8,9.462286,0.5287324,12.892863,0.50152475,-0.39824763,0.2,,
11,34.9,9.507711,0.40592042,13.022505,1.2964125,-0.39889374,0.2,,
11,35,9.541145,0.29806432,13.022888,0.00384074,-0.39945957,0.2,,
11,35.1,9.5688095,0.24818423,12.922787,-1.0010173,-0.39996046,0.2,,
11,35.2,9.589236,0.15695629,12.873031,-0.49755818,-0.4003631,0.2,,
11,35.3,9.603366,0.16486111,12.845162,-0.2786865,-0.40066963,0.2,,
11,35.4,9.631985,0.4155753,12.71741,-1.2775223,-0.40089476,0.2,,
11,35.5,9.6915245,0.75037545,12.57828,-1.391294,-0.4009989,0.2,,
11,35.6,9.782017,1.0085031,12.505567,-0.7271392,-0.40094915,0.2,,
11,35.7,9.888681,1.0993855,12.419787,-0.8577921,-0.40073553,0.2,,
11,35.8,10.002456,1.1531252,12.260259,-1.5952821,-0.40035278,0.2,,
11,35.9,10.115219,1.0910455,12.177089,-0.8316967,-0.39979643,0.2,,
11,36,10.212685,0.88135064,12.226043,0.4895348,-0.3990875,0.2,,
11,36.1,10.293449,0.7663812,12.305305,0.79261565,-0.39825287,0.2,,
11,36.2,10.36619,0.68636936,12.355072,0.49768102,-0.3973062,0.2,,
11,36.3,10.431001,0.58899504,12.422329,0.67256826,-0.3962838,0.2,,
11,36.4,10.4802885,0.4020425,12.580865,1.5853573,-0.3952239,0.2,,
11,36.5,10.5074005,0.17916854,12.776126,1.9526104,-0.39419323,0.2,,
11,36.6,10.501749,-0.21165611,12.957594,1.81468,-0.39322647,0.2,,
11,36.7,10.4713545,-0.35713804,13.138052,1.8045809,-0.39235553,0.2,,
11,36.8,10.43594,-0.34795398,13.309212,1.7115982,-0.39160508,0.2,,
11,36.9,10.407146,-0.250152,13.463413,1.5420153,-0.39099583,0.2,,
11,37,10.386602,-0.18553942,13.632334,1.6891962,-0.390559,0.2,,
11,37.1,10.362519,-0.2898796,13.752968,1.2063483,-0.3902967,0.2,,
11,37.2,10.326754,-0.40879172,13.748346,-0.046216365,-0.39020908,0.2,,
11,37.3,10.280778,-0.5193108,13.67891,-0.6943672,-0.39028737,0.2,,
11,37.4,10.22257,-0.6455037,13.632821,-0.46088734,-0.39050978,0.2,,
11,37.5,10.155849,-0.6488116,13.607343,-0.254787,-0.39087048,0.2,,
11,37.6,10.10212,-0.41761264,13.518364,-0.88978636,-0.39131346,0.2,,
11,37.7,10.080751,-0.035261337,13.369572,-1.4879272,-0.39179626,0.2,,
11,37.8,10.099989,0.34204265,13.216003,-1.5356778,-0.39226305,0.2,,
11,37.9,10.141599,0.42193264,13.147822,-0.681808,-0.3926851,0.2,,
11,38,10.177225,0.2941548,13.149525,0.017020945,-0.39301687,0.2,,
11,38.1,10.198094,0.14619435,13.115803,-0.33721605,-0.39322734,0.2,,
11,38.2,10.206771,0.057153624,13.0310755,-0.84727395,-0.39332002,0.2,,
11,38.3,10.214382,0.11010395,12.94807,-0.8300598,-0.39328647,0.2,,
11,38.4,10.2310095,0.17318039,12.972169,0.2409908,-0.3931531,0.2,,
11,38.5,10.242086,0.07320539,13.0484,0.7623107,-0.392918,0.2,,
11,38.6,10.251573,0.1410077,12.956763,-0.91636956,-0.39260188,0.2,,
11,38.7,10.2759695,0.32753816,12.7464485,-2.1031418,-0.39221033,0.2,,
11,38.8,10.315164,0.41666365,12.633592,-1.1285747,-0.39177543,0.2,,
11,38.9,10.35544,0.40789008,12.646649,0.13058086,-0.39133766,0.2,,
11,39,10.405866,0.6110559,12.625537,-0.21112372,-0.3908869,0.2,,
11,39.1,10.483793,0.89573663,12.524461,-1.0107673,-0.390422,0.2,,
11,39.2,10.576003,0.8964719,12.533727,0.092661925,-0.38996357,0.2,,
11,39.3,10.655348,0.70070076,12.63236,0.98633766,-0.38952014,0.2,,
11,39.4,10.713604,0.5003624,12.694856,0.62494856,-0.38913465,0.2,,
11,39.5,10.755884,0.36383992,12.7034645,0.08608955,-0.38881615,0.2,,
11,39.6,10.785678,0.25296682,12.807362,1.0389707,-0.38857552,0.2,,
11,39.7,10.8078,0.19984289,12.993778,1.8641722,-0.3884402,0.2,,
11,39.8,10.825813,0.15745929,13.201806,2.0802767,-0.3884134,0.2,,
11,39.9,10.837208,0.07087121,13.345181,1.4337568,-0.38849676,0.2,,
11,40,10.836806,-0.08079492,13.422433,0.7725109,-0.3886673,0.2,,
11,40.1,10.814305,-0.35780302,13.570317,1.4788454,-0.38898715,0.2,,
11,40.2,10.761695,-0.63759565,13.72543,1.5511248,-0.38944116,0.2,,
11,40.3,10.693691,-0.67573416,13.757692,0.32262066,-0.39004683,0.2,,
11,40.4,10.63453,-0.5073165,13.72288,-0.34811383,-0.39073652,0.2,,
11,40.5,10.596768,-0.2821866,13.658204,-0.646769,-0.391492,0.2,,
11,40.6,10.57681,-0.1455444,13.539812,-1.1839206,-0.39228517,0.2,,
11,40.7,10.566011,-0.095370196,13.396604,-1.4320762,-0.39301068,0.2,,
11,40.8,10.552196,-0.17484288,13.360485,-0.36119118,-0.39363918,0.2,,
11,40.9,10.531491,-0.23388508,13.395775,0.35290232,-0.39404315,0.2,,
11,41,10.504599,-0.27890462,13.417663,0.21887991,-0.39404258,0.2,,
11,41.1,10.476187,-0.2820653,13.39991,-0.17752959,-0.39386436,0.2,,
11,41.2,10.444905,-0.33050466,13.427729,0.278188,-0.39322093,0.2,,
11,41.3,10.40896,-0.38690925,13.4352045,0.07476282,-0.39237395,0.2,,
11,41.4,10.362326,-0.46090242,13.337474,-0.9773039,-0.39139578,0.2,,
11,41.5,10.328937,-0.21499032,13.172438,-1.6503602,-0.39028636,0.2,,
11,41.6,10.324611,0.0795033,13.083417,-0.89020777,-0.38906586,0.2,,
11,41.7,10.346455,0.3302852,13.086182,0.027640935,-0.3879932,0.2,,
11,41.8,10.394538,0.5838698,13.042932,-0.43250203,-0.3868436,0.2,,
11,41.9,10.455068,0.59821105,13.029304,-0.13628648,-0.38571623,0.2,,
11,42,10.503338,0.39197943,13.109749,0.804455,-0.38478792,0.2,,
11,42.1,10.528385,0.15189715,13.17499,0.65240836,-0.38392615,0.2,,
11,42.2,10.537054,0.051849037,13.081518,-0.93471867,-0.38317567,0.2,,
11,42.3,10.541215,0.046019252,12.917021,-1.6449765,-0.38264814,0.2,,
11,42.4,10.548175,0.105637096,12.836424,-0.80596566,-0.38234264,0.2,,
11,42.5,10.567235,0.2795476,12.814971,-0.21453363,-0.38229135,0.2,,
11,42.6,10.6123705,0.59628516,12.743864,-0.71106213,-0.38151646,0.2,,
11,42.7,10.696234,0.95509154,12.616717,-1.2714659,-0.38284332,0.2,,
11,42.8,10.799421,0.9820693,12.611493,-0.05223851,-0.3836857,0.2,,
11,42.9,10.887689,0.7796506,12.695184,0.83690524,-0.384923,0.2,,
11,43,10.953048,0.57902086,12.724308,0.29125035,-0.388373,0.2,,
11,43.1,10.999689,0.40211448,12.708989,-0.15318948,-0.38965502,0.2,,
11,43.2,11.025133,0.16544852,12.778004,0.6901486,-0.39306796,0.2,,
11,43.3,11.029387,-0.013022296,12.938489,1.6048629,-0.3990384,0.2,,
11,43.4,11.023971,-0.06476131,13.113114,1.7462021,-0.4067567,0.2,,
11,43.5,11.009044,-0.16936904,13.21389,1.0083523,-0.4221254,0.2,,
11,43.6,10.980008,-0.35774598,13.398074,1.8419482,-0.4375205,0.2,,
11,43.7,10.931172,-0.566629,13.6029005,2.0477307,-0.4512622,0.2,,
11,43.8,10.865293,-0.71554106,13.747791,1.4492174,-0.46222353,0.2,,
11,43.9,10.791402,-0.77166235,13.812205,0.64447904,-0.47220275,0.2,,
11,44,10.726395,-0.5882091,13.822327,0.10141672,-0.48017043,0.2,,
11,44.1,10.680453,-0.3985806,13.831397,0.0913835,-0.4869654,0.2,,
11,44.2,10.640989,-0.40942928,13.869027,0.37678158,-0.49271572,0.2,,
11,44.3,10.593433,-0.54337144,13.923429,0.54473037,-0.49693012,0.2,,
11,44.4,10.527536,-0.7554555,14.014865,0.91487575,-0.49956256,0.2,,
11,44.5,10.442495,-0.90270704,14.0511265,0.36271605,-0.50090575,0.2,,
11,44.6,10.355627,-0.810093,13.968364,-0.827677,-0.50222063,0.2,,
11,44.7,10.288225,-0.5623229,13.870082,-0.9833042,-0.5022295,0.2,,
11,44.8,10.242147,-0.41757128,13.900738,0.3060322,-0.5014523,0.2,,
11,44.9,10.195905,-0.5354794,14.034243,1.3346024,-0.5000679,0.2,,
11,45,10.129624,-0.75562704,14.168752,1.3446919,-0.49893585,0.2,,
11,45.1,10.047646,-0.8450368,14.134282,-0.34522706,-0.49749285,0.2,,
11,45.2,9.963119,-0.8401521,13.991502,-1.4284093,-0.495848,0.2,,
11,45.3,9.877834,-0.8445208,13.880451,-1.1109354,-0.49438244,0.2,,
11,45.4,9.796307,-0.74620944,13.793055,-0.87427527,-0.49197525,0.2,,
11,45.5,9.733317,-0.4817881,13.682573,-1.104932,-0.49013618,0.2,,
11,45.6,9.704061,-0.13901766,13.521623,-1.6094847,-0.48780093,0.2,,
11,45.7,9.701563,0.03361833,13.372637,-1.4897424,-0.4859965,0.2,,
11,45.8,9.703909,-0.011261825,13.341815,-0.3080296,-0.48470086,0.2,,
11,45.9,9.696484,-0.09545403,13.345495,0.03702745,-0.4837811,0.2,,
11,46,9.69143,-0.0151102,13.268099,-0.7738901,-0.48325807,0.2,,
11,46.1,9.696712,0.073738515,13.182256,-0.85827655,-0.4835048,0.2,,
11,46.2,9.707457,0.096238695,13.163069,-0.19178098,-0.48384905,0.2,,
11,46.3,9.717948,0.12228087,13.141375,-0.2169203,-0.48455772,0.2,,
11,46.4,9.735617,0.17865226,13.0255,-1.158658,-0.48519784,0.2,,
11,46.5,9.74284,-0.001695046,12.938724,-0.86771744,-0.48540592,0.2,,
11,46.6,9.735309,-0.11909412,12.998016,0.59297615,-0.48495865,0.2,,
11,46.7,9.723124,-0.088054664,13.110499,1.1248598,-0.48381016,0.2,,
11,46.8,9.726874,0.18279919,13.088409,-0.22089234,-0.48199368,0.2,,
11,46.9,9.767916,0.5771525,12.939823,-1.4858917,-0.47950223,0.2,,
11,47,9.834311,0.67185396,12.883199,-0.56628,-0.47615668,0.2,,
11,47.1,9.89276,0.47873116,12.97978,0.9657692,-0.4718876,0.2,,
11,47.2,9.924403,0.1894301,13.117794,1.3800907,-0.46676937,0.2,,
11,47.3,9.931232,-0.012826323,13.147409,0.2960903,-0.46095678,0.2,,
11,47.4,9.9233465,-0.12929964,13.113915,-0.335016,-0.45460963,0.2,,
11,47.5,9.906039,-0.20026338,13.184097,0.7017423,-0.44782552,0.2,,
11,47.6,9.887794,-0.14109528,13.297175,1.1307073,-0.44072273,0.2,,
11,47.7,9.885745,0.10090764,13.3195095,0.22326829,-0.43351945,0.2,,
11,47.8,9.913125,0.38541487,13.290504,-0.29012918,-0.42633876,0.2,,
11,47.9,9.954517,0.38577375,13.334695,0.44183278,-0.4193198,0.2,,
11,48,9.982241,0.18083337,13.446429,1.1172826,-0.41266292,0.2,,
11,48.1,9.988626,-0.020258583,13.4985,0.520655,-0.40656617,0.2,,
11,48.2,9.978693,-0.15970531,13.467802,-0.30703807,-0.40116456,0.2,,
11,48.3,9.955937,-0.2986183,13.429509,-0.38297525,-0.39655533,0.2,,
11,48.4,9.915333,-0.47894666,13.460231,0.30717927,-0.39275756,0.2,,
11,48.5,9.866275,-0.46085572,13.443445,-0.1678956,-0.38981533,0.2,,
11,48.6,9.831718,-0.26449808,13.389555,-0.5389348,-0.38768247,0.2,,
11,48.7,9.809972,-0.17434756,13.31706,-0.7249685,-0.38633344,0.2,,
11,48.8,9.799102,-0.05484316,13.214692,-1.0237012,-0.3857206,0.2,,
11,48.9,9.799445,0.03946089,13.138073,-0.76621056,-0.38575536,0.2,,
11,49,9.805434,0.05744954,13.138543,0.004690638,-0.3863547,0.2,,
11,49.1,9.809191,0.027293324,13.19937,0.60825574,-0.387393,0.2,,
11,49.2,9.817651,0.13172643,13.226014,0.26643097,-0.3887856,0.2,,
11,49.3,9.833845,0.16455522,13.185866,-0.40148368,-0.390406,0.2,,
11,49.4,9.845726,0.057757,13.215722,0.29855543,-0.3921326,0.2,,
11,49.5,9.842303,-0.10193279,13.272235,0.5651231,-0.39388084,0.2,,
11,49.6,9.828795,-0.12748091,13.209572,-0.62662697,-0.3955717,0.2,,
11,49.7,9.825851,0.070005536,13.046488,-1.6308496,-0.39712256,0.2,,
11,49.8,9.847675,0.3318571,12.960413,-0.8607414,-0.398482,0.2,,
11,49.9,9.895313,0.59034127,12.90456,-0.55853623,-0.39961842,0.2,,
11,50,9.96658,0.803061,12.734739,-1.6982012,-0.40045342,0.2,,
11,50.1,10.056528,0.9589416,12.521762,-2.1297765,-0.40093425,0.2,,
11,50.2,10.153456,0.94009423,12.445869,-0.7589207,-0.4010443,0.2,,
11,50.3,10.239066,0.778262,12.499007,0.531373,-0.4008083,0.2,,
11,50.4,10.308805,0.64768106,12.516052,0.17045055,-0.400266,0.2,,
11,50.5,10.37168,0.61797345,12.456378,-0.5967411,-0.39942098,0.2,,
11,50.6,10.43497,0.64381665,12.467356,0.10977523,-0.39833754,0.2,,
11,50.7,10.5032625,0.7283938,12.561622,0.9426649,-0.39708656,0.2,,
11,50.8,10.585962,0.9015888,12.594095,0.32473654,-0.3957307,0.2,,
11,50.9,10.680898,0.95253146,12.590029,-0.040664546,-0.39433843,0.2,,
11,51,10.768726,0.787715,12.702366,1.1233687,-0.39299712,0.2,,
11,51.1,10.831961,0.48913485,12.910258,2.0789182,-0.3917656,0.2,,
11,51.2,10.869655,0.29861996,13.124635,2.143772,-0.3907144,0.2,,
11,51.3,10.895139,0.23681393,13.215603,0.9096798,-0.38987386,0.2,,
11,51.4,10.919677,0.2432442,13.239106,0.2350335,-0.38927397,0.2,,
11,51.5,10.940134,0.15193665,13.36052,1.2141433,-0.38894767,0.2,,
11,51.6,10.947871,0.02092133,13.52174,1.6121889,-0.3889195,0.2,,
11,51.7,10.930605,-0.3450196,13.6251745,1.0343509,-0.38917246,0.2,,
11,51.8,10.879016,-0.65040267,13.730079,1.049043,-0.3896662,0.2,,
11,51.9,10.802701,-0.8257442,13.878645,1.4856604,-0.39037678,0.2,,
11,52,10.723365,-0.724074,13.941347,0.627019,-0.3912544,0.2,,
11,52.1,10.666689,-0.45507276,13.887656,-0.536906,-0.39228576,0.2,,
11,52.2,10.624768,-0.44388884,13.912311,0.24654426,-0.3933947,0.2,,
11,52.3,10.5706,-0.63607985,14.020282,1.0797076,-0.3945168,0.2,,
11,52.4,10.494666,-0.853375,14.104681,0.8439905,-0.3955939,0.2,,
11,52.5,10.398339,-1.0439246,14.170802,0.66121626,-0.39657807,0.2,,
11,52.6,10.288113,-1.1156864,14.217381,0.46578595,-0.3974148,0.2,,
11,52.7,10.185391,-0.9143853,14.162972,-0.5440817,-0.39809456,0.2,,
11,52.8,10.112641,-0.5874636,14.042415,-1.2055835,-0.39861098,0.2,,
11,52.9,10.063099,-0.44490525,13.931425,-1.109889,-0.39893547,0.2,,
11,53,10.019354,-0.45254183,13.852948,-0.78477347,-0.39904273,0.2,,
11,53.1,9.9690075,-0.54079205,13.807376,-0.45572338,-0.3989307,0.2,,
11,53.2,9.912393,-0.56607956,13.680202,-1.2717389,-0.3986051,0.2,,
11,53.3,9.859231,-0.49438488,13.478801,-2.0140092,-0.39807513,0.2,,
11,53.4,9.815693,-0.38560247,13.388621,-0.9017942,-0.39736816,0.2,,
11,53.5,9.784868,-0.24659479,13.407615,0.18993016,-0.3965098,0.2,,
11,53.6,9.764884,-0.13904016,13.333288,-0.74326384,-0.39551982,0.2,,
11,53.7,9.761754,0.057464,13.169391,-1.6389786,-0.39444828,0.2,,
11,53.8,9.777018,0.21156316,13.04782,-1.2157042,-0.39332455,0.2,,
11,53.9,9.799103,0.20566873,13.086168,0.38348013,-0.39220288,0.2,,
11,54,9.815141,0.14799833,13.187609,1.0144063,-0.39113426,0.2,,
11,54.1,9.837707,0.29565334,13.112429,-0.75179523,-0.39014003,0.2,,
11,54.2,9.877118,0.46622762,12.902594,-2.0983582,-0.38925624,0.2,,
11,54.3,9.930363,0.5644881,12.721649,-1.8094375,-0.38851464,0.2,,
11,54.4,9.984446,0.49514633,12.691975,-0.29675204,-0.38797018,0.2,,
11,54.5,10.026408,0.37850907,12.728525,0.36550707,-0.38762432,0.2,,
11,54.6,10.066851,0.44995743,12.700484,-0.28040677,-0.3874535,0.2,,
11,54.7,10.123034,0.66472626,12.670121,-0.30362865,-0.38742062,0.2,,
11,54.8,10.202667,0.8748578,12.671038,0.009163187,-0.38753447,0.2,,
11,54.9,10.292272,0.8917734,12.705469,0.34431207,-0.38777602,0.2,,
11,55,10.379214,0.84091467,12.706581,0.011126884,-0.3881428,0.2,,
11,55.1,10.458558,0.73206204,12.727044,0.20462242,-0.38861862,0.2,,
11,55.2,10.519261,0.48716503,12.868772,1.4172738,-0.3891722,0.2,,
11,55.3,10.551669,0.19465627,13.052647,1.8387516,-0.3897775,0.2,,
11,55.4,10.556656,-0.07199029,13.208619,1.5597286,-0.3904139,0.2,,
11,55.5,10.534524,-0.34351838,13.394267,1.8564745,-0.39104328,0.2,,
11,55.6,10.489248,-0.5002618,13.590608,1.9634086,-0.39166272,0.2,,
11,55.7,10.441777,-0.41292986,13.683973,0.933656,-0.39227626,0.2,,
11,55.8,10.411567,-0.22887254,13.70643,0.2245706,-0.39286968,0.2,,
11,55.9,10.387142,-0.29587102,13.820358,1.1392839,-0.3934159,0.2,,
11,56,10.346095,-0.4921467,13.963282,1.4292266,-0.39390105,0.2,,
11,56.1,10.291866,-0.5455079,13.923991,-0.39290267,-0.3943112,0.2,,
11,56.2,10.247254,-0.35357836,13.752784,-1.7120732,-0.39462206,0.2,,
11,56.3,10.219448,-0.24217306,13.666142,-0.86641055,-0.39481458,0.2,,
11,56.4,10.193524,-0.29132918,13.739859,0.7371597,-0.39490983,0.2,,
11,56.5,10.157749,-0.39053935,13.862773,1.2291425,-0.3948846,0.2,,
11,56.6,10.118196,-0.37034,13.865394,0.026212275,-0.39472365,0.2,,
11,56.7,10.0718975,-0.5599364,13.785117,-0.8027666,-0.394417,0.2,,
11,56.8,10.003116,-0.79353786,13.810525,0.2540773,-0.3940008,0.2,,
11,56.9,9.9128475,-0.96299815,13.956294,1.4576932,-0.39352575,0.2,,
11,57,9.814281,-0.95931244,14.117832,1.6153789,-0.3930165,0.2,,
11,57.1,9.731201,-0.684407,14.107333,-0.10499641,-0.3924646,0.2,,
11,57.2,9.685614,-0.29193473,13.973583,-1.3374941,-0.39187902,0.2,,
11,57.3,9.66427,-0.19774249,13.928088,-0.45494923,-0.39132202,0.2,,
11,57.4,9.63705,-0.32891542,13.970408,0.42319798,-0.3908188,0.2,,
11,57.5,9.598326,-0.4111298,13.907196,-0.6321186,-0.3903973,0.2,,
11,57.6,9.558142,-0.39249688,13.721048,-1.861478,-0.3900651,0.2,,
11,57.7,9.520038,-0.37851232,13.531694,-1.8935438,-0.38981223,0.2,,
11,57.8,9.476523,-0.48633304,13.490925,-0.40769336,-0.38964522,0.2,,
11,57.9,9.423105,-0.52955955,13.535123,0.4419837,-0.38955936,0.2,,
11,58,9.384142,-0.2333623,13.413746,-1.2137768,-0.38954023,0.2,,
11,58.1,9.386551,0.22115454,13.171902,-2.4184413,-0.3895536,0.2,,
11,58.2,9.421068,0.4009807,13.018563,-1.5333765,-0.38959193,0.2,,
11,58.3,9.456743,0.3011098,13.019585,0.010208622,-0.3896655,0.2,,
11,58.4,9.47706,0.12528755,13.046108,0.26523933,-0.3897827,0.2,,
11,58.5,9.481839,-0.006776024,13.038605,-0.07503761,-0.3899032,0.2,,
11,58.6,9.479765,0.011901728,13.023634,-0.14971142,-0.39000174,0.2,,
11,58.7,9.491788,0.2103036,12.945371,-0.78262514,-0.39010987,0.2,,
11,58.8,9.521608,0.37152928,12.795169,-1.5020245,-0.390212,0.2,,
11,58.9,9.567956,0.5202184,12.657147,-1.3802168,-0.3903275,0.2,,
11,59,9.621521,0.52956146,12.65777,0.006235595,-0.39042825,0.2,,
11,59.1,9.66979,0.46335676,12.733091,0.75320834,-0.39052895,0.2,,
11,59.2,9.720159,0.58748114,12.6428795,-0.9021159,-0.39060062,0.2,,
11,59.3,9.799183,0.9336576,12.423981,-2.1889887,-0.39062876,0.2,,
11,59.4,9.90132,1.0500704,12.294158,-1.2982327,-0.39060798,0.2,,
11,59.5,9.999808,0.91007096,12.346337,0.5218012,-0.3905726,0.2,,
11,59.6,10.075593,0.624014,12.515703,1.6936537,-0.39053902,0.2,,
11,59.7,10.12102,0.34094977,12.696611,1.809085,-0.39046425,0.2,,
11,59.8,10.150697,0.28819835,12.769158,0.72547084,-0.39035013,0.2,,
11,59.9,10.182433,0.34779894,12.869336,1.0017698,-0.39020985,0.2,,
11,60,10.218152,0.34353867,13.058519,1.8918403,-0.390093,0.2,,
11,60.1,10.242824,0.1490933,13.277957,2.1943698,-0.39001027,0.2,,
11,60.2,10.24443,-0.08158946,13.433104,1.5514693,-0.38998955,0.2,,
11,60.3,10.226724,-0.24316995,13.480352,0.47248337,-0.39003333,0.2,,
11,60.4,10.194304,-0.38579187,13.517994,0.37641692,-0.39014372,0.2,,
11,60.5,10.148375,-0.5073087,13.65517,1.3717644,-0.3903301,0.2,,
11,60.6,10.095195,-0.5438904,13.84758,1.924098,-0.39059228,0.2,,
11,60.7,10.041405,-0.5315714,14.017001,1.6942134,-0.39090666,0.2,,
11,60.8,9.985496,-0.57884043,14.084948,0.67946273,-0.3912369,0.2,,
11,60.9,9.924049,-0.64325863,14.068806,-0.16142313,-0.39157063,0.2,,
11,61,9.854979,-0.7379281,14.053719,-0.1508658,-0.3919064,0.2,,
11,61.1,9.778789,-0.7860769,14.098328,0.4460892,-0.39223924,0.2,,
11,61.2,9.69723,-0.80944806,14.118329,0.20001252,-0.3925729,0.2,,
11,61.3,9.62222,-0.67918473,13.9840765,-1.3425227,-0.39285794,0.2,,
11,61.4,9.566079,-0.47392926,13.77465,-2.094266,-0.39302406,0.2,,
11,61.5,9.52537,-0.3792581,13.675272,-0.99378026,-0.39324087,0.2,,
11,61.6,9.46824,-0.7065516,13.684576,0.09304401,-0.39345548,0.2,,
11,61.7,9.38538,-0.8952412,13.647387,-0.37189484,-0.392033,0.2,,
11,61.8,9.296783,-0.87430406,13.579463,-0.67923486,-0.37993944,0.2,,
11,61.9,9.217256,-0.7667556,13.605637,0.26173264,-0.344218,0.2,,
11,62,9.156375,-0.5829093,13.651375,0.4573854,-0.2847178,0.2,,
11,62.1,9.123415,-0.25348935,13.597241,-0.54133284,-0.2063841,0.2,,
11,62.2,9.127661,0.12927596,13.457388,-1.3985358,-0.11125099,0.2,,
11,62.3,9.152755,0.19401531,13.414409,-0.42975324,-0.002794033,0.2,,
11,62.4,9.165825,0.033310886,13.455722,0.41463324,0.11892692,0.2,,
11,62.5,9.160308,-0.08481738,13.398756,-0.5664731,0.24309886,0.2,,
11,62.6,9.147009,-0.099219546,13.218275,-1.8002175,0.3591316,0.2,,
11,62.7,9.13124,-0.08514338,13.031113,-1.8565117,0.4721342,0.2,,
11,62.8,9.115594,-0.037468024,12.957009,-0.71671116,0.5810511,0.2,,
11,62.9,9.109204,0.15438613,12.909766,-0.4435574,0.68316543,0.2,,
11,63,9.133267,0.5962049,12.703265,-2.0349352,0.77651376,0.2,,
11,63.1,9.195814,0.91776335,12.40522,-2.9509163,0.8592904,0.2,,
11,63.2,9.2793045,1.0829209,12.214964,-1.8741441,0.9307485,0.2,,
11,63.3,9.367321,1.0586329,12.211552,-0.007672651,0.99023914,0.2,,
11,63.4,9.446447,0.98220205,12.259066,0.50003886,1.0384402,0.2,,
11,63.5,9.524315,1.0551331,12.156247,-1.0060215,1.074818,0.2,,
11,63.6,9.618823,1.313236,11.996349,-1.5791898,1.1007041,0.2,,
11,63.7,9.731645,1.3946954,11.961814,-0.326816,1.1197437,0.2,,
11,63.8,9.836502,1.2247425,12.056079,0.95901346,1.134509,0.2,,
11,63.9,9.918576,0.9974874,12.154726,0.99992627,1.1475531,0.2,,
11,64,9.982647,0.8614165,12.16695,0.13252603,1.1600951,0.2,,
11,64.1,10.038758,0.83595693,12.189242,0.23333469,1.1741877,0.2,,
11,64.2,10.09656,0.8910825,12.272369,0.8371932,1.1931461,0.2,,
11,64.3,10.160252,0.9616944,12.414262,1.424413,1.2186166,0.2,,
11,64.4,10.229935,1.0140617,12.563733,1.4976134,1.2527112,0.2,,
11,64.5,10.299393,0.9712758,12.627933,0.64020747,1.2962894,0.2,,
11,64.6,10.361659,0.8780801,12.630078,0.018487765,1.3508036,0.2,,
11,64.7,10.406379,0.65037566,12.721202,0.9040823,1.4165859,0.2,,
11,64.8,10.420778,0.31740355,12.900467,1.7858722,1.4932301,0.2,,
12,0,-0.003186215,-0.3127834,0.3172126,3.1721337,-3.5989664,0.2,,
12,0.1,-0.1161394,-1.6763144,1.6764953,13.593518,-3.595677,0.2,,
12,0.2,-0.32449147,-2.3032808,2.3036847,6.273055,-3.5921037,0.2,,
12,0.3,-0.57017,-2.5446913,2.5449498,2.413003,-3.5891113,0.2,,
12,0.4,-0.8363285,-2.7707279,2.7708752,2.258562,-3.5863223,0.2,,
12,0.5,-1.1312937,-3.1016219,3.101704,3.3066678,-3.5836043,0.2,,
12,0.6,-1.4617435,-3.4711382,3.4711838,3.6924694,-3.581102,0.2,,
12,0.7,-1.8292738,-3.8414824,3.8415077,3.700892,-3.5788429,0.2,,
12,0.8,-2.2336898,-4.2123713,4.2123857,3.7072883,-3.5766993,0.2,,
12,0.9,-2.6740623,-4.5459194,4.545927,3.3347778,-3.5750093,0.2,,
12,1,-3.1414196,-4.7537484,4.7537537,2.077913,-3.573967,0.2,,
12,1.1,-3.6229856,-4.872259,4.8722625,1.1848713,-3.5734985,0.2,,
12,1.2,-4.1195784,-5.049184,5.0491853,1.7690681,-3.573492,0.2,,
12,1.3,-4.6340933,-5.2076797,5.2076807,1.5848386,-3.5737817,0.2,,
12,1.4,-5.1582704,-5.2530036,5.253004,0.45318845,-3.5742166,0.2,,
12,1.5,-5.683206,-5.2491455,5.249146,-0.038591605,-3.574678,0.2,,
12,1.6,-6.2100377,-5.30214,5.30214,0.5299449,-3.5750709,0.2,,
