3,5.6,-2.9140816,4.721336,10.248775,-0.5544991,-3.4803271,0.6
3,5.7,-2.434042,4.8425336,10.354243,1.0546823,-3.4784596,0.6
3,5.8,-1.9478853,4.8892465,10.506549,1.5230536,-3.4781349,0.6
3,5.9,-1.4550722,4.9267054,10.578831,0.722825,-3.4792671,0.6
3,6,-0.9679259,4.814289,10.662062,0.83230484,-3.4817386,0.6
3,6.1,-0.497583,4.60134,10.845648,1.8358607,-3.4853318,0.6
3,6.2,-0.050893538,4.375746,11.041963,1.9631474,-3.489707,0.6
3,6.3,0.3786197,4.2309694,11.156979,1.1501638,-3.4946656,0.6
3,6.4,0.7957809,4.196296,11.287664,1.3068588,-3.5001714,0.6
3,6.5,1.2292074,4.431549,11.463985,1.7632076,-3.5056808,0.6
3,6.6,1.682894,4.6175246,11.677539,2.1355364,-3.5114057,0.6
3,6.7,2.1552885,4.825992,11.858827,1.8128742,-3.5168092,0.6
3,6.8,2.6531668,5.1098266,11.956556,0.97729987,-3.521759,0.6
3,6.9,3.1784136,5.328354,12.0487,0.92143965,-3.526004,0.6
3,7,3.7039242,5.1317754,12.225809,1.771088,-3.5292914,0.6
3,7.1,4.1909475,4.637285,12.425265,1.9945674,-3.5314207,0.6
3,7.2,4.622149,4.0473447,12.571439,1.4617317,-3.5322547,0.6
3,7.3,4.992085,3.4184773,12.676353,1.0491496,-3.5318182,0.6
3,7.4,5.297102,2.7377706,12.792645,1.1629124,-3.5301785,0.6
3,7.5,5.5291476,1.9663272,12.982677,1.9003248,-3.527462,0.6
3,7.6,5.6824493,1.1938349,13.171434,1.8875666,-3.5238788,0.6
3,7.7,5.765367,0.5494098,13.238887,0.6745184,-3.5196664,0.6
3,7.8,5.7895384,-0.02034388,13.2404375,0.015505176,-3.5150347,0.6
3,7.9,5.7586527,-0.48726502,13.240718,0.002804475,-3.51027,0.6
3,8,5.710591,-0.47927532,13.205154,-0.35563245,-3.5055277,0.6
3,8.1,5.667147,-0.38709614,13.085629,-1.1952555,-3.5010004,0.6
3,8.2,5.6362543,-0.25033262,12.921525,-1.6410372,-3.4968317,0.6
3,8.3,5.61231,-0.24379826,12.8877125,-0.33812726,-3.4932518,0.6
3,8.4,5.5824804,-0.3473586,12.941477,0.5376421,-3.4908402,0.6
3,8.5,5.531223,-0.6129803,12.906646,-0.34831288,-3.491043,0.6
3,8.6,5.458521,-0.76043075,12.739718,-1.6692704,-3.4949353,0.6
3,8.7,5.3672585,-0.8852476,12.548051,-1.9166805,-3.501522,0.6
3,8.8,5.262752,-1.0080183,12.357603,-1.9044725,-3.5096307,0.6
3,8.9,5.152834,-1.0412289,12.120317,-2.3728325,-3.5179057,0.6
3,9,5.0559206,-0.84392023,11.84805,-2.7227309,-3.524911,0.6
3,9.1,4.994451,-0.4151598,11.5693445,-2.7870734,-3.531377,0.6
3,9.2,4.983288,0.13079774,11.290173,-2.7916834,-3.5371873,0.6
3,9.3,5.026711,0.68115187,11.062486,-2.2767894,-3.5424495,0.6
3,9.4,5.125872,1.2260604,10.867459,-1.9502459,-3.5470102,0.6
3,9.5,5.2772646,1.7205212,10.737426,-1.3003792,-3.5503447,0.6
3,9.6,5.472633,2.1250253,10.702818,-0.34615153,-3.5523186,0.6
3,9.7,5.7023363,2.4092007,10.728734,0.25908023,-3.5529342,0.6
3,9.8,5.9431667,2.3660681,10.796686,0.6794528,-3.5521688,0.6
3,9.9,6.1630616,2.0485005,10.936575,1.398819,-3.5501282,0.6
